"0","# first, analyse accuracy by "
"0","## PE by accuracy - pilot"
"0","# plot"
"0","exp1$trial_acc<-as.factor(exp1$trial_acc)"
"0",""
"0","levels(exp1$trial_acc)<-c(""Incorrect"", ""Correct"")                          "
"0",""
"0","print("
"0","  ggplot(exp1, aes( x=PE, y=id_acc))+"
"0","    geom_line(stat=""smooth"",method = ""glm"",  formula=y~x,method.args=list(family=""binomial""), alpha=0.5)+"
"0","    aes(colour = factor(SubNum), alpha=0.3)+"
"0","    geom_smooth(method=""glm"",formula=y~x,method.args=list(family=""binomial""), colour=""black"", se=T)+"
"0","    theme(strip.text.x = element_text(size = 13))+ ylim(c(0,1))+"
"0","    facet_grid(.~trial_acc)+"
"0","    theme_bw()+"
"0","    ggtitle(""Experiment 1"")+"
"0","      #annotate(geom=""text"",  label=""a"",size=8,family=""serif"")+"
"0","    theme(legend.position = ""none"")+"
"0","    ylab(""p(Hit)"")"
"0",")"
